"id","hash","base","type","path","format","name","description","trigger_phrases","created_at","updated_at","file_size"
"44e24025-b3b9-48ce-9c84-8489bb09f712","blake3:1ceab2545594cbade0bbec7332a8a9309b621b873201b05fe0bf887a2bfb3a70","flux","lora","flux/lora/TangBohu - Claude Monet style.safetensors","lycoris","TangBohu - Claude Monet style","Claude Monet (1840-1926) was a French painter and the founder of the Impressionist movement. Born in Paris, he spent his youth in Normandy, where he developed his initial passion for art through outdoor sketching.

Major Works:

Impression, Sunrise (1872)

Water Lilies series (1914-1926)

Rouen Cathedral series (1892-1894)

Haystacks series (1890-1891)

Houses of Parliament series (1899-1901)

Painting Style:
Monet pioneered the Impressionist style, characterized by:

Visible brushstrokes

Emphasis on light and its changing qualities

Open composition

Focus on modern life

Plein-air painting (outdoor painting)

Major Contributions:

Founded Impressionism, revolutionizing modern art

Developed the concept of painting in series to capture changing light

Influenced subsequent art movements including Post-Impressionism

Pioneered the study of light's effects on color

Created the famous garden at Giverny, which inspired his later works","[""style of Claude Monet""]","2025-07-27 00:45:52.088","2025-07-27 00:54:10.680",19256840
"3dbd2e09-ed28-493e-830c-ab36e7d81df3","blake3:75b0b045ca4ec6c467ce167f8780be177571e32d6ee56cd34e30e7df5f528b08","flux","lora","flux/lora/TangBohu - William Zorach style.safetensors","lycoris","TangBohu - William Zorach style","William Zorach was an American sculptor, painter, and printmaker. He was born on February 28, 1887, in Eurburg, Lithuania, and passed away on November 15, 1966, in Bath, Maine.

Zorach was known for his contributions to the development of modernism in American art. He began his artistic career as a painter, experimenting with various styles including Fauvism and Cubism. However, it was his transition to sculpture that brought him the most recognition.

Zorach's sculptures were characterized by their simplified forms and emphasis on the natural beauty of the materials. He often worked with stone, wood, and bronze, creating organic and abstracted figures that conveyed a sense of grace and harmony. Zorach's sculptures were influenced by primitive and folk art, displaying a sense of rawness and simplicity.

In addition to his sculptures, Zorach was also an accomplished printmaker and painter. His paintings often depicted landscapes, still lifes, and portraits, showcasing his mastery of color and composition.

William Zorach's contributions to the art world include his role in introducing modernist aesthetics to American sculpture. His work embraced the essence of nature and celebrated the beauty in simplicity. Zorach's sculptures and paintings continue to inspire artists today, leaving a lasting impact on the development of American modernism.","[""style of William Zorach""]","2025-07-27 00:46:11.786","2025-07-27 00:57:21.402",306432752
"590bd178-35f8-4f74-a66e-8529b582125c","blake3:8c67fe46cc5861149857f289f7b94d357d96776ceef83c25a12f31b1601d3dc0","flux","lora","flux/lora/TangBohu - Fra Filippo Lippi style.safetensors","lycoris","TangBohu - Fra Filippo Lippi style","Fra Filippo Lippi (c. 1406-1469) was an Italian painter of the Quattrocento (15th century) and one of the most important Early Renaissance artists in Florence.

Birth/Death: c. 1406 in Florence, Italy - October 8, 1469 in Spoleto, Italy

Major Works:

""Madonna and Child with Angels"" (Uffizi)

""The Annunciation"" (San Lorenzo, Florence)

""Madonna with Child and Two Angels"" (Uffizi)

""Coronation of the Virgin"" (Uffizi)

""Stories of St. Stephen and St. John the Baptist"" (Prato Cathedral)

Artistic Style:

Blending of religious and secular elements

Innovative use of color and light

Naturalistic representation of figures

Detailed attention to fabric and texture

Integration of contemporary Florentine fashion

Dynamic composition with psychological depth

Influence of Masaccio's naturalism

Rich color palette and delicate modeling

Major Contributions:

Advanced naturalistic portrayal in religious paintings

Pioneered psychological depth in religious figures

Influenced later Renaissance artists including Botticelli

Developed new approaches to depicting space and perspective

Combined sacred themes with contemporary life elements

Innovated the intimate Madonna and Child composition","[""style of Fra Filippo Lippi""]","2025-07-27 00:46:19.607","2025-07-27 00:55:21.243",38402144
"59b59dd9-3b5c-42e6-a84a-678b2b5c2b79","blake3:6a403eeb5875e11aba3d60bfc8114554e54d4db66f6055d81c8f6efc57c053d0","flux","lora","flux/lora/TangBohu - Milton Glaser style.safetensors","lycoris","TangBohu - Milton Glaser style","Milton Glaser, born on June 26, 1929, in New York City, was an American graphic designer, illustrator, and co-founder of the iconic design firm Push Pin Studios. He is widely regarded as one of the most influential graphic designers of the 20th century.

Glaser's work is characterized by his bold and vibrant use of color, combined with his innovative and imaginative approach to design. He is best known for creating the iconic ""I â¤ï¸ NY"" logo, which has become a globally recognized symbol of New York City.

One of Glaser's notable contributions to the design world is his pioneering work in the field of graphic design. He was instrumental in shaping the visual language of the 1960s and 1970s, particularly through his distinctive psychedelic posters and album covers. His designs often incorporated hand-drawn typography, cultural references, and a sense of playfulness.

In addition to his commercial work, Glaser also had a passion for promoting design education and fostering creativity. He co-founded the School of Visual Arts in New York City, where he taught and mentored many aspiring designers.

Glaser's work has been exhibited worldwide, and he has received numerous awards and accolades for his contributions to the field of graphic design. He was honored with the National Medal of Arts in 2009, recognizing his significant impact on American culture through his design work.

Milton Glaser passed away on June 26, 2020, leaving behind a legacy of iconic designs and a lasting influence on the world of graphic design.

","[""style of Milton Glaser""]","2025-07-27 00:46:26.755","2025-07-27 00:56:24.433",38402128
"7d7d4bdf-9166-49da-862b-050db4440452","blake3:a888a351607a649b26a186fa207d83d39bb42bc123f879be24d3de4e7056f30b","flux","lora","flux/lora/TangBohu - Gentile da Fabriano style.safetensors","lycoris","TangBohu - Gentile da Fabriano style","Gentile da Fabriano (c.1370-1427) was one of the most important Italian painters of the International Gothic style, known for his luxurious decorative effects and refined technique.

Birth/Death: c.1370 in Fabriano, Marche, Italy - September 1427 in Rome, Italy

Major Works:

""Adoration of the Magi"" (1423) - Uffizi Gallery, Florence

""Valle Romita Polyptych"" (1410-1412)

""Madonna and Child with Saints"" (1425)

""Quaratesi Madonna"" (1425)

Frescoes in the Doge's Palace, Venice (mostly lost)

""Madonna of Humility"" (1420)

""Coronation of the Virgin"" (1420)

Artistic Style:

Rich, decorative International Gothic style

Extensive use of gold leaf

Intricate patterns and details

Elegant, flowing line work

Brilliant color combinations

Precise rendering of luxurious materials

Delicate modeling of figures

Integration of naturalistic elements

Complex spatial arrangements

Attention to costume detail

Refined handling of light effects

Major Contributions:

Master of International Gothic style in Italy

Bridge between Gothic and Renaissance art

Advanced techniques in gold leaf application

Influenced development of Florentine painting

Combined Northern European and Italian styles

Introduced new levels of naturalistic detail

Enhanced narrative painting techniques

Influenced Early Renaissance artists","[""style of Gentile da Fabriano""]","2025-07-27 00:46:34.228","2025-07-27 00:55:50.553",38403280
"3541dd7c-fe92-454d-a09a-40aa704010cb","blake3:6f74b1ee433c82b7fe4fbb14b903af9cf1e4e1fc81dae3f4d67ea6299f2b6c4a","flux","lora","flux/lora/TangBohu - Maurice Prendergast style.safetensors","lycoris","TangBohu - Maurice Prendergast style","Maurice Prendergast was an American Post-Impressionist painter known for his colorful and vibrant depictions of urban scenes, landscapes, and leisure activities. He was born on October 10, 1858 in St. John's, Newfoundland, Canada, and later moved to Boston, Massachusetts with his family. Prendergast's art often featured lively brushwork, bold colors, and a sense of movement.

His works are characterized by a combination of Pointillism and Fauvism, creating a unique and dynamic style. Prendergast was influenced by European art movements such as Impressionism and Post-Impressionism, but he developed his own distinctive approach to painting.

Some of his most famous works include ""Central Park"" and ""The Bathers,"" which showcase his interest in capturing the vibrancy of everyday life and leisure activities. Prendergast's contributions to American art include his role in introducing modern European art styles to American audiences and his influence on later generations of American artists.

Maurice Prendergast passed away on February 1, 1924 in New York City, leaving behind a legacy of innovative and colorful paintings that continue to inspire art lovers around the world.","[""style of Maurice Prendergast""]","2025-07-27 00:46:41.995","2025-07-27 00:54:39.455",38402152
"757a5e15-e86e-4c6e-94f1-b307fd986f28","blake3:6745a9c53eebe317ea422b049dbd8de476c13f308455770f22a7bfd926ab7181","flux","lora","flux/lora/TangBohu - William Morris style.safetensors","lycoris","TangBohu - William Morris style","William Morris was an English textile designer, poet, novelist, and socialist activist. He was born on March 24, 1834, in Walthamstow, Essex, England, and he passed away on October 3, 1896, in Hammersmith, London.

Morris is best known for his contributions to the Arts and Crafts movement, which aimed to revive traditional craftsmanship and create beautiful, functional objects for everyday life. He believed that art should be accessible to all and sought to bring artistry and beauty into people's homes.

As a textile designer, Morris created intricate patterns inspired by nature and medieval art. His designs, characterized by rich colors and elaborate motifs, became highly sought after and had a significant impact on the Victorian aesthetic. His most famous textile design is ""Strawberry Thief,"" featuring birds stealing strawberries from a garden.

Morris was also a prolific writer and poet. His works often reflected his socialist beliefs and advocated for social justice and environmental conservation. He wrote several novels, including ""News from Nowhere"" and ""The Wood Beyond the World,"" which combined elements of fantasy and social critique.

In addition to his artistic and literary pursuits, Morris was actively involved in political activism. He co-founded the Socialist League and was a vocal advocate for workers' rights and the redistribution of wealth.

William Morris's legacy lies in his pioneering role in the Arts and Crafts movement, his influential textile designs, and his commitment to social and environmental causes. His ideas continue to inspire artists, designers, and activists today, reminding us of the power of art to transform society.","[""style of William Morris""]","2025-07-27 00:52:13.258","2025-07-27 00:56:51.638",306435968
"12d1e171-6037-4d85-a35e-5a7463fbe239","blake3:c194779beba8d30c204e3904ad3ffc695a1cb542286f207dccaeae881dc7d19a","flux","lora","flux/lora/RZ - HamishMacbeth.safetensors","diffusers","RZ - HamishMacbeth","flux lora model RZ - HamishMacbeth","[""hamish""]","2025-07-28 07:55:47.752","2025-07-28 07:56:05.507",89745224
"e15f90fd-6128-45e8-ae1a-85d2608dda28","blake3:60a4883e6b4c576170b66e650ae1aa2e1291d50a9f356ed44aa2f1e67de3dc57","flux","lora","flux/lora/PhotobAIt - Tron2 Style.safetensors","lycoris","PhotobAIt - Tron2 Style","Q2xpcCBTa2lwOiAxClN0cmVuZ3RoOiAwLjkKdHJvbjIgc3R5bGUsIHNjaWVuY2UgZmljdGlvbiwgbmVvbiwgcGFyaXMgbGFuZHNjYXBlIHdpdGggdGhlIGVmZmVpbCB0b3dlciwgbm90cmUgZGFtZSBjYXRoZWRyYWwsIFRoZSBCYXNpbGljYSBvZiBTYWNyw4PCqSBDw4XCk3VyIGRlIE1vbnRtYXJ0cmUsIFRoZSBBcmMgZGUgVHJpb21waGUgZGUgbCfDg8KJdG9pbGUgPGxvcmE6VHJvbjJfU3R5bGU6MC45PiB0cm9uMiBzdHlsZSwgc2NpZW5jZSBmaWN0aW9u","[""tron2 style, science fiction, neon""]","2025-07-29 02:29:37.355","2025-07-29 04:09:49.945",19260760
"238fccb1-d1d2-4312-bb34-6406b2e2a8e8","blake3:b8a8dab33b705fa38e1582645cad7a67348c5d58104f74dd547a9048f711dd8b","flux","lora","flux/lora/PhotobAIt - Clement Thoby Style.safetensors","lycoris","PhotobAIt - Clement Thoby Style","<lora:Clement_Thoby_Style:0.9> clement thoby style, digital painting. the eiffel tower with snow at sunset","[""clement thoby style, painting""]","2025-07-29 03:51:46.961","2025-07-29 04:07:36.272",19260736
"1054d51e-d395-4606-962a-e0f2714cfb35","blake3:6d3e8ece26cf669d39d88ffc04a01eb1a6800982d34c7899536ebfd573810815","flux","lora","flux/lora/PhotobAIt - Renoir style.safetensors","lycoris","PhotobAIt - Renoir style","<lora:Renoir_style:0.9> renoir style, a woman holds a cocktail on the beach at sunset","[""renoir style""]","2025-07-29 03:51:57.163","2025-07-29 04:07:08.666",19260784
"33b08699-4e54-43ac-887b-fc1c92ec822c","blake3:d0cb1a98c3d4b4742b7343e9606e6e13073ed9b7181502ebc6c6cc84f618e2ec","flux","lora","flux/lora/PhotobAIt - Dali Style.safetensors","lycoris","PhotobAIt - Dali Style","<lora:Dali Style:0.9> dali style, painting. a man holding a melting beer in a pub with long legs elephants","[""dali style, painting""]","2025-07-29 03:52:06.806","2025-07-29 04:06:45.040",76692896
"4571959e-b36b-4193-a93b-a879e0d5220b","blake3:79b6b03e4ff6d2cba32004192a0b2862c51ac4c1878578931f498ca97756f900","flux","lora","flux/lora/PhotobAIt - George PÃ©rez.safetensors","lycoris","PhotobAIt - George PÃ©rez","<lora:George_PÃ©rez:0.9> george pÃ©rez style, comics, full body, spiderman is holding a beer in a pub","[""george pÃ©rez style, comics""]","2025-07-29 03:52:14.795","2025-07-29 04:04:28.720",19260952
"81d955d4-d9ae-4dc7-a16e-60780e1dab18","blake3:0a6cdcad032a88b44d33fc22f214624a99e4dc84cd97d993cb2e7c20100fffb7","flux","lora","flux/lora/PhotobAIt - Origami style.safetensors","lycoris","PhotobAIt - Origami style","<lora:Origami_style:0.9> origami style,  scilpture, a cat at a window","[""sculpture"",""origami style""]","2025-07-29 03:52:24.568","2025-07-29 04:04:07.111",19259576
"d00a5f34-870e-4a1c-81eb-3b44d9da2404","blake3:08f036a2bea91b17ea7e54648fa370acdba7f19bef831b8fbc2172e41012c3c6","flux","lora","flux/lora/PhotobAIt - Papercut Art.safetensors","lycoris","PhotobAIt - Papercut Art","<lora:Papercut_Art:0.9> papercut art, a man holds a beer","[""hands holding"",""papercut art""]","2025-07-29 03:52:35.308","2025-07-29 04:03:41.334",19262144
"2a9953cc-87d0-49e9-9aa2-f92e05670add","blake3:3ab7a630c1157105821cca684fa9f95145ca0dd7a45963128bc160e305d442b6","flux","lora","flux/lora/PhotobAIt - Pablo Oliveira Style.safetensors","lycoris","PhotobAIt - Pablo Oliveira Style","a spaceship in the desert parked in front of a pub. sunset <lora:Pablo_Oliveira_Style:0.9> pablo oliveira style, scenery, science fiction","[""pablo oliveira style, scenery, science fiction.""]","2025-07-29 03:53:08.434","2025-07-29 04:03:10.927",19260952
"193c7705-3683-4024-a2fe-b1393593fa5b","blake3:be2b8e2f99f309461e48e67ae2ce6eed40fc2407b374d38e92f2a66a72a0cdcd","flux","lora","flux/lora/PhotobAIt - Roy Lichtenstein Style.safetensors","lycoris","PhotobAIt - Roy Lichtenstein Style","<lora:Roy_Lichtenstein_Style:0.9> roy lichtenstein style, a redhead woman portrait","[""roy lichtenstein style""]","2025-07-29 03:53:17.061","2025-07-29 04:02:41.017",19261144
"ba6ffa49-4ec6-40c7-a6c7-de0d9bebce3d","blake3:0158c6cf6d0861e68678f88081795ea04f98b011cfff4c7286e97b3b0cebda8d","flux","lora","flux/lora/PhotobAIt - Bansky.safetensors","lycoris","PhotobAIt - Bansky","<lora:Bansky:0.88> Bansky style, streetart on a wall , a muscular man is weightlifting barbell made of balloons","[""Bansky style, streetart"",""on a wall""]","2025-07-29 03:53:27.785","2025-07-29 04:02:13.306",19262184
"aa446fbf-0b45-40e0-91d4-e773a4ec5516","blake3:da4411146873ed392e93d27e1f07d6b89acc24b24ac480416bfcfd152f9923a8","flux","lora","flux/lora/PhotobAIt - Vermeer Style.safetensors","lycoris","PhotobAIt - Vermeer Style","<lora:Vermeer_Style:0.9> vermeer style, superman stands in front of a castle, hands on hips","[""vermeer style""]","2025-07-29 03:53:35.916","2025-07-29 04:01:31.217",19261584
"3a930d37-c45f-4ae7-ad14-c031ef669b57","blake3:f60ef0d5424d58af46c7d8fc0d67ecddba92fbc1aa98c77153a406c8169bb32d","flux","lora","flux/lora/PhotobAIt - Michelangelo Style.safetensors","lycoris","PhotobAIt - Michelangelo Style","<lora:Michelangelo_Style:0.9> michelangelo style, a man is holding a beer in a pub","[""michelangelo style""]","2025-07-29 03:53:45.054","2025-07-29 04:01:08.112",19261648
"d4d8153c-48df-466f-be72-922a166b2ac4","blake3:0557af4cc778e39202bb8d831d86ddc49d980be1100772d7e2278c2c88051a06","flux","lora","flux/lora/PhotobAIt - Botticelli.safetensors","lycoris","PhotobAIt - Botticelli","Sandro Botticelli Style","[""botticelli style, painting.""]","2025-07-29 03:53:55.057","2025-07-29 04:00:36.242",76693056
"21e48f99-347e-442d-aac8-72f25324c6b7","blake3:340f2381c7cfe84de14151dcb62e790fc0b1ac201e81f42f85a01ddb497e01d8","flux","lora","flux/lora/PhotobAIt - Rembrandt Style.safetensors","lycoris","PhotobAIt - Rembrandt Style","flux lora model PhotobAIt - Rembrandt Style","[""rembrandt style, painting""]","2025-07-29 03:54:11.400","2025-07-29 03:59:53.616",76693304
"aa03655a-3bb6-489d-8a9f-1406e8c215a2","blake3:bad9d06333d6f96d43206d3e80b2ae01b0684af4906ea7b5d543b444fb8fbe23","flux","lora","flux/lora/PhotobAIt - Art Nouveau Style.safetensors","lycoris","PhotobAIt - Art Nouveau Style","flux lora model PhotobAIt - Art Nouveau Style","[""art nouveau style"",""text says \""your text\""""]","2025-07-29 03:54:20.785","2025-07-29 03:59:28.783",19261728
"d20df382-5364-4f06-8d4c-ca099ff9f0bb","blake3:6a8d53a094a11053f686a1cc272a5d0e49862049dbbae394cb7207be9d67ac0b","flux","lora","flux/lora/PhotobAIt - Renaissance Style.safetensors","lycoris","PhotobAIt - Renaissance Style","flux lora model PhotobAIt - Renaissance Style","[""renaissance style painting""]","2025-07-29 03:54:29.264","2025-07-29 03:59:10.925",76693232
"6f2c842c-d6f5-4b8b-afe4-5d36232d55be","blake3:289aa803472f520c358458beb0b3c6d272b2135ef1e9403d8e3e5401b515a902","flux","lora","flux/lora/PhotobAIt - Abstract PopArt.safetensors","lycoris","PhotobAIt - Abstract PopArt","<lora:Abstract_PopArt:0.9> Abstract PopArt.  <lora:Batman60s:0.9> batman60s, man dressed with a batman costume","[""Abstract PopArt""]","2025-07-29 03:54:40.644","2025-07-29 03:56:36.384",19260040
"c3818d66-bf88-406a-93f9-ade1e3cc5e2c","blake3:f6a6d584f33c25fe0bd7153981d273b26d78432c6969074bde645e22769e3d1d","flux","lora","flux/lora/PhotobAIt - Retrofururism Style.safetensors","lycoris","PhotobAIt - Retrofururism Style","flux lora model PhotobAIt - Retrofururism Style","[""retrofururism style, scenery, science fiction""]","2025-07-29 03:54:51.773","2025-07-29 03:58:56.525",19261840
"1fd0ce98-1780-43cb-8b58-e33899ad2c32","blake3:a1c5569721c61f4e149bb4215c476f774054c14bf9a589dbdbb1c82b44c6dd18","flux","lora","flux/lora/PhotobAIt - Hellboy.safetensors","lycoris","PhotobAIt - Hellboy","He holds a beer in a pub  <lora:Hellboy:0.9> hellboy, a man with red skin.","[""hellboy, a man with red skin.""]","2025-07-29 03:55:03.097","2025-07-29 03:57:50.371",306431144
"79efc172-c106-4932-a2fc-81e5c0b6b834","blake3:20eaf6eb14c9b9b1f19726c15addd788a18bbbbc67380c39ec15a7c1b69274ca","flux","lora","flux/lora/PhotobAIt - Art Deco Style.safetensors","lycoris","PhotobAIt - Art Deco Style","<lora:Art_Deco_Style:0.9> art deco style, a cat, text ""OBEY""","[""art deco style""]","2025-07-29 03:55:12.788","2025-07-29 03:58:16.737",19260024
"99ced5ab-22e9-4211-be25-db3ae5b80c3e","blake3:17beb84c2f1c905b9a916d4a102f97aae4f206c2dca9033c9fec142197325fa1","flux","lora","flux/lora/PhotobAIt - Mario style.safetensors","lycoris","PhotobAIt - Mario style","Mario style,  Mario and Luigi and princess peach and Donkey Kong are holding beers in a pub<lora:Mario_style:0.9>","[""Mario style""]","2025-07-29 03:55:26.342","2025-07-29 03:57:18.558",19265464
"8e3cbfdd-692c-4072-b2f8-34823b6101e5","blake3:f1a14a512aa6c5032b4e43a9a3b08c9d9806e697d1e58e8be28699fdf38c2cdb","flux","lora","flux/lora/PhotobAIt - FÃ©lix Meynet Style.safetensors","lycoris","PhotobAIt - FÃ©lix Meynet Style","<lora:FÃ©lix_Meynet_Style:0.9> fÃ©lix meynet style, a woman holds a cocktail. text says ""Happy New Year 2025""","[""fÃ©lix meynet style""]","2025-07-29 04:06:02.305","2025-07-29 04:06:28.261",19263112
"c19e54c5-6fd5-4023-8cbe-1f4a6d46ae61","blake3:cde6f46ebe70e982430c07bb9629e6f3a9ff47fba11bd83c1f3ef815e24de68b","flux","lora","flux/lora/Neon Tron.safetensors","diffusers","Neon Tron","flux lora model Neon Tron","[""neontron""]","2025-07-29 04:12:35.708","2025-07-29 04:12:56.543",89745224
"62fdc8ea-bfe0-40a1-81d2-3e863570f173","blake3:196881c6f46b618739a64b69d6a75c2ff9cea378d1a2c3b4c0f406218943e2c7","flux","lora","flux/lora/Lunakrita - Blueprint Vision.safetensors","lycoris","Lunakrita - Blueprint Vision","# Parameter Recommendations

## The example images use the default parameters

Weightsï¼0.6~1.0

sizesï¼768/1024

Guidanceï¼3.5 ~ 5

Stepsï¼20~40 (I use 30 steps)

Samplerï¼euler

Sample Prompts:

An ancient planet carved like a giant cave is struck by a massive celestial hammer, the impact releasing golden energy in perfect spline shockwaves. Structural collapse is mapped with vector fracture lines, dust clouds illustrated as flowing mesh gradients.

A South Asian dancer mid-spin, her lehenga fanned like a plotted bloom in polar coordinates. Each movement path is mapped in splines across the scene, leaving a trail of schematic afterimages. The background fades into radial floral vectors and faint rhythm annotation curves.

A goddess-like woman standing amid ruins, her sari blowing in CAD-simulated wind, with plotted vortex lines and gravity fields overlaying ancient stone. Vector birds in flight arc across a sunburst schematic behind her, merging grace and decayed architecture with dreamlike precision.

Suggested words & Concepts

blueprint vector style, CAD surrealism, engineering overlays

schematic fusion, mechanical shading, crosshatched design

Indian woman vector, comic book precision, exploded diagrams

celestial smash, circuit aesthetic, architectural abstraction","[""architectural abstraction"",""engineering overlays"",""exploded diagrams"",""circuit aesthetic"",""crosshatched design"",""blueprint vector style"",""CAD surrealism"",""schematic fusion"",""mechanical shading""]","2025-07-29 04:25:15.305","2025-07-29 23:43:17.632",153373456
"2d132994-3b2a-4f8f-9565-23ad88c3f20d","blake3:12744769fbebd1d328de14e5f316e0abfb50101d4c0c8ba8dcc74d65560e4c0c","flux","lora","flux/lora/Bra2ha - Mecha Anime Style.safetensors","lycoris","Bra2ha - Mecha Anime Style","<lora:Mecha_Anime_style_v.1:0.8>  A humanoid mecha exosuit rendered in precision industrial anime style, with a pilot cockpit embedded in the torso framed by reinforced ceramic armor plates in glossy off-white, contrasted by muted graphite paneling and bright hazard-orange mechanical limbs. The design incorporates articulated servo joints, modular access panels, and detailed caution labeling across limb plating, enhancing its functional realism. Inked with clean contour lines and shaded using a cel-rendered approach, the suit features high-contrast highlights and geometric decal motifs on the forearms, while exposed wiring and hydraulic pistons add mechanical depth. Displayed on a neutral black-to-charcoal vertical gradient, the silhouette is clean and upright, emphasizing utility-driven elegance and modular construction symmetry.",,"2025-07-29 04:29:10.832","2025-07-29 04:29:54.189",76692656
"973fcbb2-369b-4faa-95fc-4d1635b80de3","blake3:689eea0bbc98d485a4a0d7d4b100458f5ee9fd2ebf9bd291e63a67ad1c5f3d36","flux","lora","flux/lora/YFG - Aarchy v1.safetensors","lycoris","YFG - Aarchy v1","flux lora model YFG - Aarchy v1","[""YFG-Aarchy""]","2025-07-31 01:36:43.452","2025-07-31 01:57:12.574",158608760
"f92b4d95-a978-4c81-81bf-0e3b52e8fec0","blake3:d2b1239a823f18d2d2c6ea30bf058de26f8309d63600cd5edff99bf1159347e0","flux","lora","flux/lora/YFG - Bauhaus v1.safetensors","diffusers","YFG - Bauhaus v1","Bauhaus Posters - A Tribute to Modernist Design

Overview:
This model is dedicated to emulating the striking aesthetic of early 20th-century Bauhaus graphic design, channeling the clean geometric shapes, bold typographic treatments, and harmonious primary color palettes that defined an era. Inspired by the influential Bauhaus school of art and design, it excels at producing high-impact posters that are as visually arresting today as they were a century ago.

Key Features:

Distinctive Geometry: Reproduce the crisp lines, circles, and rectangles characteristic of Bauhaus compositions. The model maintains a careful balance between form and function, ensuring that shapes serve a clear visual purpose.

Primary Colors & Balanced Palettes: Expect vibrant reds, blues, and yellows, paired thoughtfully with black, white, and neutral tones. The modelâs carefully trained color arrangements help your images capture the authentic Bauhaus spirit.

Bold Typography: Typography in Bauhaus design was never an afterthought. This model pays special attention to typeface placement, scale, and spacing. It encourages sleek sans-serif fonts and structured letterforms to integrate seamlessly with geometric layouts.

Modern Adaptability: While firmly rooted in historical references, the model can adapt to contemporary contexts. Generate vintage-inspired festival posters, minimalist brand advertisements, or modern conceptual designs with a distinctively Bauhaus flair.

Recommended Use Cases:

Art Prints & Decor: Create elegant prints that bring a timeless, high-brow modernist vibe to any interior space.

Branding & Marketing: Develop bold, innovative visual identities, packaging, and promotional materials that stand out with their confident geometry and color usage.

Editorial & Magazine Layouts: Enhance your publications, covers, and spreads by evoking the Bauhaus legacy, lending a unique and memorable style to your editorial projects.

Tips for Best Results:

Prompts & Style Cues: Incorporate keywords like ""Bauhaus,"" ""Modernist,"" ""Geometric Layout,"" ""Minimalist Poster,"" and ""Primary Color Palette"" for a more authentic aesthetic.

Composition & Framing: Focus on symmetry, grids, and controlled arrangements of elements. Use negative space purposefully.

Contrast & Hierarchy: Play with the scale of shapes and text to guide the viewerâs eye. Aim for a balanced yet dynamic composition.

Strength: Use anywhere from 0.40 to 0.75 for a good balance. However, depending on your prompt or desired theme, you may have to either push it up to and above 1.00 or lower it to 0.35 or 0.25. You must experiment.

Steps: 40 steps are a good starting point for solid results consistently. Less or more should be experimented.

Sampler/Scheduler: Euler/Beta works well and is predictable. Euler/ddim_uniform will produce different but still usable results.

License & Usage:
This model is open to creators of all backgrounds, whether you're a professional designer, student, or hobbyist. Please respect the original intent of Bauhaus principles: honest, functional, and forward-thinking design. Use responsibly and let your creations reflect the humanistic spirit that Bauhaus art brought to the world.

Embrace the confident minimalism and timeless geometry of Bauhaus posters. Bring a piece of art history into your creative projectsâand see how its classic simplicity can spark bold, modern solutions today.","[""YFG-Bauhaus""]","2025-07-31 01:36:49.511","2025-07-31 02:11:05.565",343805545
"fb2dcd3d-12af-45a1-a015-795f1f6cb07f","blake3:81209246f25b4a852fb659315f679475ae9f2608e5e0b06891d1710b4bbc7f01","flux","lora","flux/lora/YFG - Beyond Glitch v1.safetensors","lycoris","YFG - Beyond Glitch v1","YFG Beyond Glitch â Cyberpunk Overlays & Digital Distortion
Style
Applies high-energy glitch artifacts, HUD graphics, bold typography, and neon overlaysâperfect for cyberpunk portraits, tech interfaces, and corrupted-signal visuals. Expect chromatic splits, scan-line breaks, graphical UI elements, and floating text fragments.

Trigger
No dedicated trigger word. Boost the aesthetic with phrases such as:

ââ¦surrounded by graphical images and textâ

ââ¦a futuristic interface on her headâ

ââ¦cyberpunk backdrop, glitch overlays, floating typography.â

Strength

Effective from 0.40 â 1.00.

0.60 â 0.80 is the sweet spot for balanced glitch flair and prompt fidelity.

Lower for subtle static; higher for full data-corruption chaos.

Key Characteristics
Glitch Artifacts â RGB channel splits, scan-line distortions, pixel tears.

Futuristic UI â Floating holographic panels, target reticles, data readouts, chunky sans-serif type.

Bold Typography â Oversized text, warped captions, stacked Kanji/Latin phrases.

Neon & Chromatic Color â Hot magentas, blues, cyans, and acidic greens light up the scene.

Prompt Ideas
âCyberpunk portrait, a futuristic interface on her head, surrounded by glitchy text and neon overlays, YFG Beyond Glitch style.â

âA lone hacker silhouetted by scrolling code and graphical images, heavy chromatic aberration and scan-line effects.â

âFuturistic city skyline with floating billboards, distorted typography, and glitch artifacts across the entire frame.â

Tips & Tricks
Direct the Overlay

Use terms like âfloating UI,â âHUD graphics,â âvector shapes,â or âerror codeâ to shape the glitch layers.

Control Chaos

If details become unreadable, reduce strength or add negatives: âavoid heavy pixelation,â âmaintain face clarity.â

Color Guidance

Prompt specific palettes (e.g., âneon magenta and teal,â âmonochrome green DOS glitchâ) to steer the vibe.

Combine with Portrait or Scene LoRAs

Layer YFG Beyond Glitch at 0.6â0.7 over a character or cityscape style to merge clean subjects with digital distortion.

Typography Emphasis

Phrases like âoversized headline text,â âstacked kanji columns,â or âglitched lorem ipsumâ add graphic punch.

Turn your visuals into fractured screens and cyber interfaces with YFG Beyond Glitchâdial in the strength, drop the right keywords, and watch your scenes burst with neon noise and data-driven drama.","[""â¦cyberpunk backdrop, glitch overlays, floating typography."",""monochrome green DOS glitch"",""â¦surrounded by graphical images and text"",""error code"",""vector shapes,"",""stacked kanji columns,"",""HUD graphics,"",""neon magenta and teal,"",""â¦a futuristic interface on her head"",""glitched lorem ipsum"",""foating UI,""]","2025-07-31 01:36:54.510","2025-07-31 02:10:40.630",158633456
